# x, y, wind_velocity, turb_intensity
0.0, 0.0, 12.0, 0.07999999821186066
36.36363636363637, 0.0, 12.0, 0.07999999821186066
72.72727272727273, 0.0, 12.0, 0.07999999821186066
109.0909090909091, 0.0, 12.0, 0.07999999821186066
145.45454545454547, 0.0, 12.0, 0.07999999821186066
181.81818181818184, 0.0, 12.0, 0.07999999821186066
218.1818181818182, 0.0, 12.0, 0.07999999821186066
254.54545454545456, 0.0, 12.0, 0.07999999821186066
290.90909090909093, 0.0, 12.0, 0.07999999821186066
327.2727272727273, 0.0, 12.0, 0.07999999821186066
363.6363636363637, 0.0, 12.0, 0.07999999821186066
400.00000000000006, 0.0, 12.0, 0.07999999821186066
436.3636363636364, 0.0, 12.0, 0.07999999821186066
472.72727272727275, 0.0, 12.0, 0.07999999821186066
509.0909090909091, 0.0, 12.0, 0.07999999821186066
545.4545454545455, 0.0, 12.0, 0.07999999821186066
581.8181818181819, 0.0, 12.0, 0.07999999821186066
618.1818181818182, 0.0, 12.0, 0.07999999821186066
654.5454545454546, 0.0, 12.0, 0.07999999821186066
690.909090909091, 0.0, 12.0, 0.07999999821186066
727.2727272727274, 0.0, 12.0, 0.07999999821186066
763.6363636363637, 0.0, 12.0, 0.07999999821186066
800.0000000000001, 0.0, 12.0, 0.07999999821186066
836.3636363636365, 0.0, 12.0, 0.07999999821186066
872.7272727272727, 0.0, 12.0, 0.07999999821186066
909.0909090909091, 0.0, 12.0, 0.07999999821186066
945.4545454545455, 0.0, 12.0, 0.07999999821186066
981.8181818181819, 0.0, 12.0, 0.07999999821186066
1018.1818181818182, 0.0, 12.0, 0.07999999821186066
1054.5454545454547, 0.0, 12.0, 0.07999999821186066
1090.909090909091, 0.0, 12.0, 0.07999999821186066
1127.2727272727275, 0.0, 12.0, 0.07999999821186066
1163.6363636363637, 0.0, 12.0, 0.07999999821186066
1200.0, 0.0, 12.0, 0.07999999821186066
1236.3636363636365, 0.0, 12.0, 0.07999999821186066
1272.7272727272727, 0.0, 12.0, 0.07999999821186066
1309.0909090909092, 0.0, 12.0, 0.07999999821186066
1345.4545454545455, 0.0, 12.0, 0.07999999821186066
1381.818181818182, 0.0, 12.0, 0.07999999821186066
1418.1818181818182, 0.0, 12.0, 0.07999999821186066
1454.5454545454547, 0.0, 12.0, 0.07999999821186066
1490.909090909091, 0.0, 12.0, 0.07999999821186066
1527.2727272727275, 0.0, 12.0, 0.07999999821186066
1563.6363636363637, 0.0, 12.0, 0.07999999821186066
1600.0000000000002, 0.0, 12.0, 0.07999999821186066
1636.3636363636365, 0.0, 12.0, 0.07999999821186066
1672.727272727273, 0.0, 12.0, 0.07999999821186066
1709.0909090909092, 0.0, 12.0, 0.07999999821186066
1745.4545454545455, 0.0, 12.0, 0.07999999821186066
1781.818181818182, 0.0, 12.0, 0.07999999821186066
1818.1818181818182, 0.0, 12.0, 0.07999999821186066
1854.5454545454547, 0.0, 12.0, 0.07999999821186066
1890.909090909091, 0.0, 12.0, 0.07999999821186066
1927.2727272727275, 0.0, 12.0, 0.07999999821186066
1963.6363636363637, 0.0, 12.0, 0.07999999821186066
2000.0000000000002, 0.0, 12.0, 0.07999999821186066
2036.3636363636365, 0.0, 12.0, 0.07999999821186066
2072.727272727273, 0.0, 12.0, 0.07999999821186066
2109.0909090909095, 0.0, 12.0, 0.08000198751688004
2145.4545454545455, 0.0, 12.0, 0.08000742644071579
2181.818181818182, 0.0, 12.0, 0.08001988381147385
2218.1818181818185, 0.0, 12.0, 0.08004247397184372
2254.545454545455, 0.0, 12.0, 0.08007728308439255
2290.909090909091, 0.0, 12.0, 0.08012504875659943
