2.907402929804843552e+03,8.945589570625641045e+02,1.864571518759981700e+03,2.040307051632045386e+03,3.599655722710981081e+03,1.304751851474644582e+02,3.332713516047544999e+02,9.457358392852883071e+02,1.176035485843370225e+03,2.490039418187975571e+03
2.378277083858841252e+03,3.161510393374906016e+03,3.428249366536055277e+03,7.281362074831733935e+02,3.319277215199543662e+03,1.255500239011517806e+03,1.550935241109795697e+03,3.468486765867965005e+02,1.892425547026993627e+03,3.534050807372300369e+03
3.292159633538706657e+03,1.987531041971980585e+03,7.850678012074045000e+02,2.712715464921252078e+03,2.107806346706363911e+03,2.882633309216289945e+03,1.317844786376774664e+03,2.314640695047669396e+03,2.641400602851491385e+03,2.654409636039500128e+03
2.459487998444429195e+03,1.571733153069623540e+03,8.285607994294407490e+02,2.073536153039836336e+03,3.575340271924865647e+03,2.884848055114392992e+03,1.382012280746115721e+03,2.691419198517370660e+03,1.958202489256362924e+03,3.171279947271635137e+03
1.139171155411823293e+03,2.822211159543245685e+03,2.284159313389284307e+03,7.772547993517432587e+02,3.230559146429035536e+03,7.005613515059390011e+02,4.502599197174322398e+02,6.752800674762352173e+02,4.107464469765816943e+02,2.284365784269308278e+03
2.471234748757814941e+03,1.651528579853952579e+03,2.296103835288017308e+03,1.194993485053827726e+03,3.599179737632216984e+03,1.308746016530296174e+03,1.216213755883229396e+03,2.497527212591680382e+03,2.443890416460365486e+03,2.492120758914753424e+03
2.480272621355972205e+03,1.288089834614738947e+03,3.382516082026097592e+03,6.026508892630868104e+02,3.557692467156929069e+03,2.571285595194194229e+03,6.339739758161905456e+02,3.409247320974178308e+01,4.323691446252483388e+02,3.359116152086818602e+03
2.381834303635775086e+03,2.884676425176452540e+03,2.111563797442517625e+03,1.236130086694593274e+03,3.205556117013824860e+03,3.573954184449174136e+03,2.025874816214567545e+03,2.841165283859238571e+02,2.223583069147001424e+03,3.360233801092022077e+03
2.632786107064202497e+03,1.706691043397273461e+03,2.339769077901537457e+03,2.420122996890903323e+03,3.110455738558543089e+03,5.136139822408046030e+02,1.002738773262223845e+03,1.489093004581188097e+03,3.557836347108902828e+03,3.160987930320541182e+03
2.070109568902385035e+03,1.292006006155909063e+03,2.280119230251376848e+03,1.073585855275951417e+03,3.257786030010495779e+03,1.597256491353727597e+03,4.516483534208897481e+02,1.825596449805801058e+03,9.525052710543591274e+02,1.472570403603175919e+03
1.890512010712942356e+03,3.169614585916614033e+03,8.681507625790832208e+02,1.914083058700570518e+03,3.266482769491141426e+03,1.335878951901673020e+02,1.845238594809507049e+03,2.530756433846194795e+03,3.526287716093132531e+03,2.461886161215893935e+03
2.639087517108716384e+03,1.127942969999042361e+03,2.652234734892443157e+03,1.966101350286912066e+03,1.944449303539647644e+03,1.773414506433447059e+03,5.426119805870977189e+02,9.042557448691218269e+01,2.365703072486622204e+03,2.287586744403156445e+03
3.371154121011485131e+03,1.606038753245797125e+03,3.593192673599487534e+03,9.691010946676232152e+02,3.590569134187958753e+03,9.528494849191495177e+02,3.140814032170152359e+02,6.367740423424462506e+02,2.273343109544780418e+03,2.277156796136004687e+03
1.777138417350503232e+03,1.763771856388041442e+03,2.671931887863803240e+03,1.100779282886508554e+03,3.449370105304188655e+03,1.481558284501440767e+03,6.188524170127554953e+02,2.058954409292408855e+03,1.720602523830817518e+03,2.495504858990065259e+03
2.946517377544098963e+03,2.518809524004242121e+03,1.924478679614360090e+03,5.872428587674661458e+02,3.559616664935635526e+03,4.556064488742252934e+02,1.098572282313678670e+03,2.469095439819002877e+03,1.984524294173556882e+03,1.397510888192570746e+03
2.132947011426201243e+03,8.269104120450072060e+02,6.730504702336984337e+02,5.276636190701440228e+02,3.600000000000000000e+03,3.257299392548904962e+02,1.581696208000900015e+03,3.658177333817197336e+02,9.396302065180034333e+02,2.430135997497063272e+03
2.475265601759340825e+03,1.822089733787292971e+03,1.239750899935029111e+03,2.071955493767109147e+03,2.530694443196470729e+03,2.199774480204413976e+03,7.197165214575769596e+02,1.166639418390130686e+03,1.363650317083963046e+03,3.330013695485464723e+03
3.585590931613105568e+03,2.473125224535648158e+03,3.429524330603910130e+03,2.712018998798044777e+03,3.553681303111661691e+03,9.206489296448019104e+02,9.250116488593332633e+02,2.531168854723976551e+02,1.915134860426443993e+03,3.084599206113383389e+03
3.070658884789104832e+03,1.815045983316153752e+03,2.827547316610387540e+01,4.345515227531872711e+02,1.635498016208960735e+03,2.581616231840951059e+03,2.257300102368025989e+02,1.216872760597588467e+03,1.779997533570250653e+03,2.989359158552217650e+03
2.092290208546030044e+03,1.131278257535340117e+03,2.950658986058798291e+03,2.495249027385018508e+03,2.376791133329811146e+03,7.156166955309035984e+02,1.074520102680845184e+03,2.383133535878747352e+03,2.389124721668679740e+03,2.462016241734200321e+03
2.786248909125739829e+03,3.308068561066885195e+03,2.256737028042915369e+02,1.401935464271018191e+03,2.158131374988336120e+03,1.172504093347706430e+03,4.290260705353174444e+02,2.544325714317754773e+03,3.342875732061099370e+03,2.273495732444418536e+03
1.759551063196154018e+03,9.504198140935118317e+02,5.914459961911698826e+01,2.125738941700199121e+03,3.565278288629217514e+03,9.824750703170461748e+02,1.585978144021708886e+03,1.869756642113421549e+03,7.460587191761751455e+02,2.772440410206338584e+03
2.821978684384395820e+03,2.241127065704139568e+03,1.647755890641922861e+03,9.015562982036246922e+02,3.600000000000000000e+03,3.515697944630482539e+02,1.314389706116510297e+03,2.009595793413942147e+03,1.494052056053567185e+03,3.600000000000000000e+03
2.125069342753486580e+03,3.188857765437673606e+03,1.481156835176675202e+01,1.826608491638481382e+03,3.588281305219446949e+03,2.876368158668472006e+02,1.942833712660857600e+03,1.105345427283695926e+03,2.240075288080737664e+03,1.418861704553056143e+03
5.494684855489375650e+02,2.065329355506717548e+03,2.275830317331158312e+03,2.403702771520495844e+03,2.296355045887255983e+03,3.030786338143918329e+03,1.310590054823634091e+03,7.921229909107150888e+02,4.214643892536299177e+02,1.501580386666514869e+03
3.328623553528680077e+03,2.165868655175708682e+03,2.662786132894308594e+03,2.329803645895143745e+03,3.375179955576370503e+03,3.110480192119171534e+03,1.088459438914583643e+03,2.462992427408494223e+03,6.098924062290049051e+02,2.066060462573243512e+03
3.104268054116866097e+03,1.570752344602369703e+03,3.336635764348953671e+03,3.341553487982590468e+03,2.814292971948926606e+03,1.776364767821389023e+03,7.395282716493235284e+02,2.768644314838586979e+03,2.568879605546557741e+03,3.481106506352988617e+03
3.215640428459758368e+03,3.589519308950621962e+03,1.607514362028249934e+03,2.212787685693784624e+03,1.963688845177681969e+03,1.571077366336412524e+03,2.652030690147902078e+03,9.554980717428222761e+02,7.659534832765237979e+02,3.068563425645880670e+03
1.589607487166155352e+03,3.263029116221423919e+03,2.567890296312715236e+03,9.688779776236314092e+02,3.569258766244913204e+03,9.351817342375065891e+02,4.953633768035155072e+02,3.144239446386722534e+02,2.098171633766832201e+03,3.439445444084551127e+03
2.995124431356408422e+03,3.106038277416657365e+03,3.418552861665325509e+03,3.002091918421996525e+03,3.323303489444580464e+03,2.113149882805294055e+03,2.071896135094611680e+00,2.090164685005745469e+03,2.145285746992122313e+03,3.187871472896764772e+03
3.360237243420653158e+03,1.459762402236311345e+03,3.142976193331635386e+03,2.954035423294007160e+03,1.595347868104657209e+03,1.113686989405500753e+03,2.870087902125119399e+02,1.712569270413955635e+01,3.057323303481561538e+02,2.409808667085594152e+03
2.459545988513396878e+03,2.825295362427672899e+03,0.000000000000000000e+00,2.067199099881949678e+03,3.600000000000000000e+03,2.910083501539905683e+03,1.471419373694561273e+03,1.543504818912986821e+03,1.888322622224014822e+03,3.450715718298316460e+03
2.431463945938801317e+03,2.677576115768138152e+03,1.685340538413939271e+00,2.904826974897325272e+03,3.324883037373590014e+03,2.657427885416947902e+03,3.616508676636469772e+02,2.649479103233784826e+03,9.561050137001784606e+02,2.611685877342717959e+03
9.567879762526990817e+02,1.825191002797047759e+03,0.000000000000000000e+00,1.391589651399846844e+03,2.128876804671235277e+03,1.172504093347706430e+03,4.547710535424920977e+02,2.266295524254724569e+03,4.762683780471697332e+02,2.374053756557765155e+03
1.829702546978035116e+03,3.239254275503130430e+03,3.149210709722940010e+03,2.094239156271363299e+03,2.698163111786133868e+03,8.142569882940036905e+02,1.038210661936302813e+03,1.076411354371055040e+03,1.255633095970112436e+03,2.540903609848542146e+03
2.903225275282504754e+03,1.991629190067000764e+03,1.980790191688275627e+03,1.703553743910489629e+03,2.962897039355161269e+03,1.906158842122526949e+03,1.434243952757388342e+03,1.068266666463039883e+03,3.522142462120330947e+03,1.718882438565023449e+03
1.696349468997409986e+03,1.527481100727826970e+03,3.331869136205687937e+03,8.043468121104623378e+02,2.296378704078996179e+03,1.243233345539990978e+03,1.640206772505174513e+02,2.324501062712754447e+03,4.652798209760490522e+02,1.602478259447902019e+03
3.595503531056555858e+03,2.469804638762688228e+03,3.406325764855976104e+03,2.873863738358936189e+03,3.465669672390206870e+03,9.206489296448019104e+02,9.018527633081591830e+02,1.617360429549808941e+03,9.598320529966783852e+02,3.084685094951104475e+03
2.837791488880249290e+03,2.722667531998690265e+03,2.778211795176629494e+03,2.319442960323729039e+03,3.347408653140870229e+03,2.777265622977664634e+02,2.297683750714495091e+03,1.808723733751994814e+03,1.869282405956849288e+03,1.904277713631559209e+03
3.505603727909199279e+03,1.667384029227304154e+03,2.152214555855542585e+03,1.319872541573355420e+03,3.305232322899272276e+03,2.362227734338520406e+02,2.024174785861812552e+03,1.526814889169561866e+03,1.115729621727098447e+03,2.489179030871890518e+03
2.747634506418331966e+03,2.854745641015377259e+03,8.354271667521441032e+02,1.101138563986517966e+03,2.915238039394824682e+03,1.867315937504761905e+03,1.496596385115643443e+03,6.784265628846144409e+02,3.278831545102078053e+03,1.860597833865778739e+03
3.589632079224177687e+03,1.259315368064456607e+03,3.290815219941135638e+03,1.592122319238286764e+03,1.066952672195673813e+03,2.828992240015079915e+03,3.144011368302104188e+02,2.507130769869310370e+03,1.580586997689935060e+03,3.544093556389628702e+03
2.548646066880744911e+03,2.823985907592807507e+03,2.571954755210532312e+03,1.930018223941006454e+03,2.480055777914357805e+03,1.194144035577919567e+03,9.945039731561305416e+02,1.353740722394070190e+03,2.961503295611958038e+03,2.996150479534356691e+03
3.101875999584257443e+03,1.734787538429635333e+03,1.864540982900367453e+03,3.342620024130465936e+03,3.527576562696081055e+03,1.294907807724635518e+02,3.332713516047544999e+02,2.523334396847589232e+03,3.250659231843356338e+03,2.461886161215893935e+03
1.331224188717696734e+03,2.597711700352886510e+03,1.913684502362371177e+03,1.932302122408530749e+03,2.673250438248342562e+03,1.143044761919250050e+03,1.848392841611581389e+03,1.711331491953127397e+03,3.125499709859698214e+03,2.662512073216889803e+03
1.172407627894166353e+03,1.438993977012942196e+03,2.578451073201478721e+03,1.535041391427748522e+03,3.361245364410176535e+03,8.051672172874435773e+02,1.816961813935324017e+03,3.200436721716328520e+03,9.083576366951754153e+02,2.417321382101256859e+03
3.003535677698448126e+03,2.482474592059611496e+03,2.338547955670813735e+03,1.155739167675851832e+03,1.555909828811876423e+03,7.690455783434183559e+02,3.135671747531258006e+03,2.037024257586421754e+03,3.600000000000000000e+03,1.065294875328970875e+03
2.775143161389322358e+03,1.546761978088112528e+03,5.298109357328123679e+02,3.642882971855362939e+02,3.334940635017796922e+03,3.505403115242138028e+03,1.492927998798076487e+03,1.367691007382845783e+03,1.494403358266737541e+03,3.255045481989915515e+03
