6.580022583007812500e+02,2.486676692962646484e+00
6.579936523437500000e+02,2.401645183563232422e+00
6.580026245117187500e+02,2.490520238876342773e+00
6.580454101562500000e+02,2.574884653091430664e+00
6.609250488281250000e+02,3.115490198135375977e+00
6.590511474609375000e+02,2.630433559417724609e+00
6.579716186523437500e+02,2.266861915588378906e+00
6.580627441406250000e+02,2.603738546371459961e+00
6.559019165039062500e+02,2.133448123931884766e+00
6.568273925781250000e+02,2.143199920654296875e+00
6.595012817382812500e+02,2.729406833648681641e+00
6.573894042968750000e+02,2.154797792434692383e+00
6.580062866210937500e+02,2.519418239593505859e+00
6.609760742187500000e+02,3.239933729171752930e+00
6.595003662109375000e+02,2.704649209976196289e+00
6.579969482421875000e+02,2.448350429534912109e+00
6.579941406250000000e+02,2.414052486419677734e+00
6.552772827148437500e+02,2.128879547119140625e+00
6.580498657226562500e+02,2.579833030700683594e+00
6.573110351562500000e+02,2.150524616241455078e+00
6.595025634765625000e+02,2.758107662200927734e+00
6.580537719726562500e+02,2.585966587066650391e+00
6.609769287109375000e+02,3.256979703903198242e+00
6.579633789062500000e+02,2.220795631408691406e+00
6.591067504882812500e+02,2.631249427795410156e+00
6.568967285156250000e+02,2.143792390823364258e+00
6.581734619140625000e+02,2.621284961700439453e+00
6.557757568359375000e+02,2.132496118545532227e+00
6.579663085937500000e+02,2.233641862869262695e+00
6.605643920898437500e+02,3.110465049743652344e+00
6.609003906250000000e+02,3.113894701004028320e+00
6.559468383789062500e+02,2.133605241775512695e+00
6.579665527343750000e+02,2.238931655883789062e+00
6.598410644531250000e+02,3.105396032333374023e+00
6.579925537109375000e+02,2.388987064361572266e+00
6.551594238281250000e+02,2.127605199813842773e+00
6.578695068359375000e+02,2.159882545471191406e+00
6.572247924804687500e+02,2.146860122680664062e+00
6.577085571289062500e+02,2.157517910003662109e+00
6.579805908203125000e+02,2.304752588272094727e+00
6.580711669921875000e+02,2.615113973617553711e+00
6.580595703125000000e+02,2.601141452789306641e+00
6.580006103515625000e+02,2.475704669952392578e+00
6.579777832031250000e+02,2.282653808593750000e+00
6.579922485351562500e+02,2.383948326110839844e+00
6.589122314453125000e+02,2.628800630569458008e+00
6.579709472656250000e+02,2.247581005096435547e+00
6.579443359375000000e+02,2.193225145339965820e+00
